User,Consent,Consent Time,Last Login,Stage,Phase 1 Finished,Phase 2 Unlocks,Phase 2 Started,Personal Experience,What gender are you currently?,Gender Identities,Differ at Birth,Sexuality,Other Sexuality,Country,English First Language,Feedback - Phase One,Feedback - Phase Two,Gender Terms,Gender Terms Why,Sexuality Terms,Sexuality Terms Why,Phase 2 Finished,Live
99,1,04/12/2023 11:27,11/12/2023,3,04/12/2023 11:50,11/12/2023 11:12,11/12/2023 11:13,witnessed,woman,woman,no,Heterosexual,,Portugal,no,,Nothing to add,useful,very rude terms about gender,useful,very rude terms about sexual orientation,11/12/2023 12:31,1
71,1,20/11/2023 18:47,27/11/2023,3,20/11/2023 19:27,27/11/2023 07:11,27/11/2023 15:12,none,man,man,no,Heterosexual,,Hungary,no,,It was interesting and I would like to do a similar job in the future.,useful,It makes it easier to interpret.,useful,It makes it easier to interpret.,27/11/2023 15:45,1
95,1,29/11/2023 12:41,06/12/2023,3,29/11/2023 13:34,06/12/2023 01:12,06/12/2023 12:46,witnessed,woman,woman,no,Heterosexual,,zimbabwe,no,,learnt alot,very-useful,they helped me with the new words,very-useful,defining in a clear way,06/12/2023 13:24,1
30,1,06/12/2023 13:43,13/12/2023,3,06/12/2023 14:12,13/12/2023 02:12,13/12/2023 13:35,"personally,witnessed",man,man,no,Homosexual,,Denmark,no,,,useful,Texts indicated clearly what gender it revolved around.,not-useful,Sometimes it was confusing not knowing the gender of the writer.,13/12/2023 14:05,1
97,1,04/12/2023 20:36,11/12/2023,3,04/12/2023 20:58,11/12/2023 08:12,11/12/2023 19:42,none,woman,woman,no,Heterosexual,,Poland,no,,All fine,very-useful,I didn't know all the words and I could use a dictionary for help.,very-useful,I didn't know all the words and I could use a dictionary for help.,11/12/2023 19:59,1
113,1,04/12/2023 17:04,12/12/2023,3,04/12/2023 17:16,11/12/2023 05:12,12/12/2023 18:24,witnessed,woman,woman,no,Heterosexual,,Poland,no,,thought-provoking research,very-useful,there were pronouns,not-useful,i didnt see there anything that would help,12/12/2023 18:33,1
73,1,20/11/2023 19:12,27/11/2023,3,20/11/2023 19:27,27/11/2023 07:11,27/11/2023 18:36,witnessed,man,man,no,Heterosexual,,Poland,no,-,-,useful,I think that when I didn't understand some words in a comment sometimes the definitions helped me (eg. 'cuck') but mostly they were too basic to determine the gender based only on the definitions.,not-useful,I didn't notice much comments targeting sexuality and if there were such I usually found them myself. I think that the terms were too basic and not enough to determine if the comments were about sexuality.,27/11/2023 18:58,1
109,1,04/12/2023 15:30,11/12/2023,3,04/12/2023 15:39,11/12/2023 03:12,11/12/2023 15:28,unsure,woman,woman,no,Heterosexual,,uk,yes,,Some of the categorization was hard. There's a fine line between distasteful/unacceptable language and hate speech!,very-useful,I didn't know some of the meanings,very-useful,I didn't know some of the meanings,11/12/2023 15:45,1
78,1,20/11/2023 20:34,27/11/2023,3,20/11/2023 20:55,27/11/2023 08:11,27/11/2023 16:08,none,man,man,no,Heterosexual,,Poland,no,,Very good study,useful,The helped me with some words I did not know,useful,They also helped me with some words,27/11/2023 16:21,1
15,1,11/10/2023 13:31,19/10/2023,3,11/10/2023 13:52,18/10/2023 01:10,19/10/2023 14:45,"personally,witnessed",woman,"woman, non-binary, fluid",no,Bisexual,,UAE,yes,,,very-useful,"it was helpful to have a guide with definitions on the same page to double check the meaning of the words, although I already knew most of them",very-useful,"it was helpful to have a guide with definitions on the same page to double check the meaning of the words, although I already knew most of them",19/10/2023 15:02,1
108,1,04/12/2023 15:24,12/12/2023,3,04/12/2023 15:41,11/12/2023 03:12,12/12/2023 18:13,"personally,witnessed",woman,woman,no,Homosexual,,Poland,no,Study was interesting.,It was interesting to rate these ones...,useful,They were often key words.,useful,They were often key words.,12/12/2023 18:21,1
35,1,06/12/2023 15:45,13/12/2023,3,06/12/2023 16:13,13/12/2023 04:12,13/12/2023 13:34,witnessed,man,man,no,Bisexual,,Poland,yes,everythIng is fine,Nothing to add,useful,Sometimes yeah. I'm not used to modern slang.,useful,"Yes, I'm pretty lost in this whole lgbt thing",13/12/2023 13:50,1
77,1,20/11/2023 19:29,27/11/2023,3,20/11/2023 19:44,27/11/2023 07:11,27/11/2023 19:20,witnessed,man,man,no,Heterosexual,,Poland,no,-,-,useful,When I didn't know some key words like eg. 'masculine' etc. the definitions helped me to identify the gender but sometimes they were too general to identify the gender.,not-useful,In some comments targeting sexuality I usually found the key words refering to it myself. I think that the terms were too mostly too basic and I think it was not enough to determine if it was about sexuality without reading the text.,27/11/2023 19:35,1
54,1,06/12/2023 22:28,13/12/2023,3,06/12/2023 22:42,13/12/2023 10:12,13/12/2023 18:07,unsure,man,man,no,Bisexual,,Poland,no,"Not a lot of hate speech to be found here, especially about gender or sexuality to be honest.","the inclusion of word definitions was nice, but not very useful though  Whether something is hate speech or not isn't determined by raw definitions, its context",not-useful,answered above,not-useful,answered above,13/12/2023 18:17,1
74,1,20/11/2023 19:09,27/11/2023,3,20/11/2023 19:25,27/11/2023 07:11,27/11/2023 15:09,witnessed,man,man,no,Heterosexual,,Hungary,no,,,very-useful,It made me easier to understand the phrases. I didn't know every single word without the definition.,very-useful,"Just as the gender one, It was really helpful, and I needed it, because I had some words, I didnt understand.",27/11/2023 15:24,1
110,1,04/12/2023 15:52,11/12/2023,3,04/12/2023 16:23,11/12/2023 04:12,11/12/2023 16:28,"personally,witnessed",woman,woman,no,Heterosexual,,Poland,no,,-,useful,"They translated niche words, that are used in slang mostly",useful,"They translated niche words, that are used in slang mostly",11/12/2023 16:40,1
48,1,13/12/2023 10:16,20/12/2023,3,13/12/2023 10:56,20/12/2023 10:12,20/12/2023 11:06,unsure,non-binary,non-binary,yes,Homosexual,,Australia,yes,,,useful,"To clarify a few definitions i only had a vague idea about, in order to give the most accurate responses",useful,To clarify a few definitions i only had a vague idea about,20/12/2023 11:41,1
64,1,20/11/2023 17:51,27/11/2023,3,20/11/2023 18:10,27/11/2023 06:11,27/11/2023 15:26,witnessed,man,man,no,Heterosexual,,Poland,no,,,not-useful,The texts were usually very clear in terms of gender,useful,It was nice making sure im thinking correctly about the sexualities,27/11/2023 15:47,1
